date,symbol,latest,yesterday_settle,spread_diff
2026-04-20,ZSD,3452.265,3446.0,-6.265
2026-04-19,ZSD,3450.8,3446.0,-4.8
2026-04-19,ZSD,3451.0,3446.0,-5.0
2026-04-19,ZSD,3451.0,3446.0,-5.0
