date,open,high,low,close,volume,hold,settle
2023-07-28,10750.0,10880.0,10560.0,10755.0,82745,15177,10720.0
2023-07-31,10790.0,11105.0,10765.0,10985.0,98875,26887,10965.0
2023-08-01,10990.0,11045.0,10855.0,10970.0,28220,32618,10955.0
2023-08-02,10980.0,11125.0,10910.0,11115.0,34104,40458,11010.0
2023-08-03,11110.0,11450.0,11105.0,11320.0,125082,50425,11315.0
2023-08-04,11390.0,11440.0,11250.0,11360.0,41173,52551,11325.0
2023-08-07,11390.0,11420.0,11255.0,11385.0,40097,55892,11320.0
2023-08-08,11510.0,11510.0,11270.0,11280.0,33336,58286,11370.0
2023-08-09,11225.0,11380.0,11175.0,11365.0,21325,59772,11305.0
2023-08-10,11365.0,11375.0,11220.0,11230.0,22536,61759,11310.0
2023-08-11,11200.0,11380.0,11200.0,11335.0,24133,64156,11310.0
2023-08-14,11335.0,11370.0,11230.0,11300.0,20017,66777,11295.0
2023-08-15,11295.0,11420.0,11285.0,11320.0,21199,69476,11335.0
2023-08-16,11300.0,11350.0,11230.0,11295.0,19124,72243,11295.0
2023-08-17,11300.0,11380.0,11250.0,11315.0,19886,74564,11315.0
2023-08-18,11330.0,11445.0,11270.0,11275.0,31607,75511,11350.0
2023-08-21,11285.0,11420.0,11275.0,11420.0,27737,75520,11355.0
2023-08-22,11430.0,11560.0,11320.0,11440.0,26211,75477,11405.0
2023-08-23,11420.0,11725.0,11405.0,11530.0,52583,78025,11535.0
2023-08-24,11550.0,11670.0,11520.0,11580.0,63012,79707,11605.0
2023-08-25,11610.0,11900.0,11545.0,11875.0,58503,87981,11700.0
2023-08-28,11900.0,12200.0,11820.0,11935.0,53594,91436,0.0
2023-08-29,11945.0,12115.0,11825.0,12070.0,35585,94611,12000.0
2023-08-30,12030.0,12145.0,11950.0,12100.0,40845,95440,12070.0
2023-08-31,12130.0,12180.0,12020.0,12145.0,33493,93387,12090.0
2023-09-01,12250.0,13295.0,12190.0,13295.0,110900,112433,12780.0
2023-09-04,13900.0,14440.0,13590.0,13680.0,436755,113280,14115.0
2023-09-05,13745.0,14575.0,13570.0,14385.0,695790,131897,14305.0
2023-09-06,14300.0,14600.0,14020.0,14180.0,546732,134842,14300.0
2023-09-07,14200.0,14285.0,13465.0,14080.0,467651,136399,13930.0
2023-09-08,14080.0,14360.0,13515.0,13550.0,508994,127557,13850.0
2023-09-11,13625.0,13855.0,13340.0,13675.0,237916,124473,13640.0
2023-09-12,13745.0,14240.0,13730.0,14140.0,287302,132632,14035.0
2023-09-13,14140.0,14170.0,13590.0,13745.0,201718,124504,13855.0
2023-09-14,13820.0,13950.0,13580.0,13920.0,161526,129664,13755.0
2023-09-15,14000.0,14065.0,13710.0,13860.0,142188,125997,13850.0
2023-09-18,13900.0,13980.0,13665.0,13855.0,110107,121960,13820.0
2023-09-19,13895.0,14030.0,13725.0,13740.0,98674,120067,13875.0
2023-09-20,13740.0,13920.0,13565.0,13605.0,87657,121243,13740.0
2023-09-21,13500.0,13565.0,13150.0,13230.0,121727,115026,13405.0
2023-09-22,13300.0,13530.0,13280.0,13515.0,63709,111770,13400.0
2023-09-25,13530.0,13595.0,13070.0,13235.0,70314,106714,13340.0
2023-09-26,13245.0,13245.0,12785.0,12860.0,83263,104531,12970.0
2023-09-27,12840.0,12890.0,12645.0,12775.0,72612,101412,12750.0
2023-09-28,12820.0,13085.0,12755.0,12765.0,76802,93608,12890.0
2023-10-09,12550.0,12745.0,12445.0,12650.0,31325,95622,12650.0
2023-10-10,12600.0,12895.0,12390.0,12425.0,98599,97924,12680.0
2023-10-11,12515.0,12760.0,12435.0,12705.0,78976,100894,12605.0
2023-10-12,12700.0,12960.0,12650.0,12910.0,127318,105433,12845.0
2023-10-13,12965.0,13215.0,12890.0,13130.0,142880,106050,13100.0
2023-10-16,13380.0,13380.0,12955.0,13080.0,95828,102878,13130.0
2023-10-17,13100.0,13220.0,12820.0,12890.0,99415,99809,13000.0
2023-10-18,12890.0,12950.0,12530.0,12590.0,111515,101075,12730.0
2023-10-19,12650.0,12730.0,12555.0,12665.0,86695,97104,12635.0
2023-10-20,12720.0,13045.0,12645.0,12750.0,164364,90910,12870.0
2023-10-23,12800.0,13000.0,12660.0,12975.0,96655,88973,12815.0
2023-10-24,12995.0,13040.0,12710.0,12780.0,88742,86944,12835.0
2023-10-25,12820.0,12990.0,12770.0,12980.0,85964,77193,12885.0
2023-10-26,13000.0,13230.0,12830.0,12925.0,165410,62829,13055.0
2023-10-27,12900.0,13115.0,12855.0,13095.0,86728,55368,12970.0
2023-10-30,13060.0,13130.0,12860.0,13025.0,77991,50902,12985.0
2023-10-31,12960.0,13080.0,12660.0,12920.0,90618,46245,12880.0
2023-11-01,12955.0,13090.0,12840.0,13045.0,60194,46985,12955.0
2023-11-02,13100.0,13165.0,12930.0,12990.0,51197,45194,13035.0
2023-11-03,13000.0,13160.0,12970.0,12980.0,48385,45961,13065.0
2023-11-06,13010.0,13045.0,12720.0,12900.0,59579,43673,12880.0
2023-11-07,12900.0,12930.0,12410.0,12495.0,71583,50375,12675.0
2023-11-08,12420.0,12750.0,12420.0,12695.0,53442,46408,12600.0
2023-11-09,12625.0,12695.0,12510.0,12585.0,40237,46576,12595.0
2023-11-10,12600.0,12700.0,12210.0,12380.0,85859,49635,12450.0
2023-11-13,12385.0,12435.0,12265.0,12365.0,43438,48203,12340.0
2023-11-14,12345.0,12470.0,12320.0,12365.0,47306,50438,12400.0
2023-11-15,12375.0,12545.0,12325.0,12495.0,36516,49435,12405.0
2023-11-16,12455.0,12505.0,12360.0,12485.0,32259,49285,12425.0
2023-11-17,12485.0,12620.0,12310.0,12330.0,59303,46191,12435.0
2023-11-20,12410.0,12445.0,12230.0,12350.0,35089,46087,12360.0
2023-11-21,12360.0,12460.0,12150.0,12245.0,46303,46728,12285.0
2023-11-22,12245.0,12350.0,11945.0,12025.0,54316,41448,12075.0
2023-11-23,12095.0,12260.0,12010.0,12185.0,42812,37722,12150.0
2023-11-24,12180.0,12335.0,12115.0,12310.0,28198,35151,12205.0
2023-11-27,12255.0,12490.0,12255.0,12470.0,34810,29577,12385.0
2023-11-28,12500.0,12630.0,12385.0,12500.0,38983,24277,12500.0
2023-11-29,12500.0,12520.0,12160.0,12220.0,25918,22223,12345.0
2023-11-30,12260.0,12290.0,11775.0,12120.0,60380,22139,12030.0
2023-12-01,12095.0,12290.0,11930.0,12000.0,29858,19741,12100.0
2023-12-04,11925.0,12025.0,11790.0,11915.0,25309,19539,11915.0
2023-12-05,11925.0,11925.0,11530.0,11630.0,29501,21199,11730.0
2023-12-06,11685.0,11805.0,11385.0,11750.0,39358,19145,11590.0
2023-12-07,11730.0,11825.0,11620.0,11740.0,20650,18529,11740.0
2023-12-08,11740.0,11895.0,11650.0,11810.0,35098,19563,11780.0
2023-12-11,11805.0,11840.0,11665.0,11760.0,16081,19190,11755.0
2023-12-12,11790.0,11800.0,11565.0,11730.0,17905,18466,11700.0
2023-12-13,11710.0,11735.0,11465.0,11560.0,21708,18449,11565.0
2023-12-14,11600.0,11655.0,11490.0,11635.0,13445,18038,11570.0
2023-12-15,11600.0,11715.0,11575.0,11610.0,12594,16844,11635.0
2023-12-18,11635.0,11845.0,11525.0,11720.0,21049,16338,11705.0
2023-12-19,11725.0,11775.0,11670.0,11715.0,9700,15644,11720.0
2023-12-20,11710.0,11855.0,11540.0,11785.0,19583,14813,11715.0
2023-12-21,11800.0,12125.0,11790.0,11905.0,39516,15280,11985.0
2023-12-22,11930.0,12085.0,11920.0,11980.0,20618,14832,11990.0
2023-12-25,12075.0,12850.0,12025.0,12565.0,77240,16323,12500.0
2023-12-26,12575.0,12935.0,12430.0,12525.0,92838,16429,12715.0
2023-12-27,12570.0,12680.0,12355.0,12655.0,34877,15400,12515.0
2023-12-28,12655.0,12770.0,12525.0,12625.0,27758,14632,12645.0
2023-12-29,12630.0,12785.0,12550.0,12590.0,29440,13214,12680.0
2024-01-02,12800.0,12880.0,12615.0,12720.0,22526,12092,12735.0
2024-01-03,12805.0,12845.0,12510.0,12545.0,24394,23564,12700.0
2024-01-04,12590.0,12595.0,12320.0,12355.0,21780,21904,12435.0
2024-01-05,12385.0,12660.0,12260.0,12400.0,32329,21968,12470.0
2024-01-08,12400.0,12425.0,12015.0,12120.0,27376,21805,12195.0
2024-01-09,12125.0,12240.0,11950.0,12025.0,20886,20934,12100.0
2024-01-10,12040.0,12120.0,11925.0,12080.0,15904,20266,12020.0
2024-01-11,12155.0,12255.0,12050.0,12215.0,17860,20311,12160.0
2024-01-12,12270.0,12405.0,12240.0,12355.0,24476,19260,12320.0
2024-01-15,12390.0,12440.0,12300.0,12320.0,18988,18370,12370.0
2024-01-16,12300.0,12415.0,12200.0,12360.0,18003,17697,12310.0
2024-01-17,12370.0,12395.0,12140.0,12140.0,14873,16891,12280.0
2024-01-18,12140.0,12270.0,12015.0,12170.0,17504,17168,12135.0
2024-01-19,12140.0,12220.0,12030.0,12175.0,13278,16631,12125.0
2024-01-22,12170.0,12195.0,11885.0,11960.0,19757,16832,12045.0
2024-01-23,11955.0,12025.0,11855.0,11985.0,16563,16412,11935.0
2024-01-24,11995.0,12160.0,11995.0,12155.0,16142,15220,12090.0
2024-01-25,12160.0,12250.0,12100.0,12210.0,14325,14576,12175.0
2024-01-26,12215.0,12275.0,12135.0,12180.0,12264,15006,12195.0
2024-01-29,12190.0,12620.0,12190.0,12460.0,47514,17315,12410.0
2024-01-30,12455.0,12525.0,12360.0,12420.0,16347,15316,12420.0
2024-01-31,12500.0,12640.0,12390.0,12600.0,32053,15770,12525.0
2024-02-01,12640.0,12650.0,12520.0,12585.0,13536,15045,12575.0
2024-02-02,12590.0,12610.0,12280.0,12390.0,22514,14198,12415.0
2024-02-05,12380.0,12585.0,12320.0,12485.0,14952,13843,12500.0
2024-02-06,12500.0,12545.0,12350.0,12360.0,11542,13288,12465.0
2024-02-07,12370.0,12790.0,12350.0,12790.0,25154,14030,12590.0
2024-02-08,12800.0,12845.0,12545.0,12635.0,17064,12060,12655.0
2024-02-19,12880.0,13000.0,12725.0,12835.0,13221,12842,12870.0
2024-02-20,12825.0,12960.0,12795.0,12885.0,9294,12795,12870.0
2024-02-21,12880.0,13035.0,12805.0,12910.0,17225,12564,12905.0
2024-02-22,12895.0,13120.0,12880.0,13075.0,15859,11803,12990.0
2024-02-23,13100.0,13185.0,12985.0,13140.0,16273,9051,13080.0
2024-02-26,13190.0,13370.0,13150.0,13225.0,29776,21256,13275.0
2024-02-27,13285.0,13690.0,13215.0,13505.0,46289,24971,13490.0
2024-02-28,13510.0,13635.0,13375.0,13430.0,32365,23937,13495.0
2024-02-29,13485.0,13485.0,13150.0,13295.0,32601,21274,13275.0
2024-03-01,13295.0,13365.0,13120.0,13205.0,20670,20526,13250.0
2024-03-04,13200.0,13320.0,13085.0,13140.0,21088,19363,13200.0
2024-03-05,13130.0,13180.0,12970.0,12980.0,17809,18053,13060.0
2024-03-06,13060.0,13255.0,13000.0,13200.0,16223,18311,13120.0
2024-03-07,13210.0,13275.0,13035.0,13120.0,13548,17435,13185.0
2024-03-08,13125.0,13470.0,13050.0,13405.0,21184,18013,13250.0
2024-03-11,13415.0,13470.0,13150.0,13240.0,20444,16567,13295.0
2024-03-12,13185.0,13295.0,13070.0,13090.0,14252,14864,13165.0
2024-03-13,13140.0,13325.0,13090.0,13170.0,13718,14067,13220.0
2024-03-14,13210.0,13470.0,13075.0,13300.0,29229,12356,13245.0
2024-03-15,13300.0,13540.0,13255.0,13535.0,26365,11226,13390.0
2024-03-18,13535.0,14545.0,13390.0,14120.0,107909,13596,14050.0
2024-03-19,14120.0,14180.0,13735.0,13900.0,36333,10284,13960.0
2024-03-20,13930.0,14110.0,13830.0,13935.0,33055,22966,13965.0
2024-03-21,13900.0,13900.0,13560.0,13595.0,39837,22213,13720.0
2024-03-22,13580.0,13690.0,13360.0,13520.0,33048,20992,13535.0
2024-03-25,13580.0,13680.0,13420.0,13500.0,23878,21018,13540.0
2024-03-26,13520.0,13610.0,13385.0,13425.0,18145,20142,13510.0
2024-03-27,13430.0,13525.0,13190.0,13300.0,22154,20238,13320.0
2024-03-28,13290.0,13330.0,13175.0,13290.0,12785,19405,13270.0
2024-03-29,13280.0,13390.0,13185.0,13340.0,15062,18069,13295.0
2024-04-01,13350.0,13590.0,13340.0,13575.0,22878,17385,13455.0
2024-04-02,13540.0,13580.0,13365.0,13420.0,14373,16439,13455.0
2024-04-03,13430.0,13620.0,13265.0,13270.0,20497,15534,13430.0
2024-04-08,13280.0,13615.0,13070.0,13570.0,17488,14395,13440.0
2024-04-09,13530.0,13795.0,13530.0,13765.0,19146,14546,13680.0
2024-04-10,13740.0,13770.0,13565.0,13640.0,13210,13032,13680.0
2024-04-11,13605.0,13630.0,13395.0,13490.0,13265,12602,13495.0
2024-04-12,13475.0,13490.0,13125.0,13235.0,21551,12675,13260.0
2024-04-15,13200.0,13320.0,13090.0,13215.0,14074,12125,13210.0
2024-04-16,13250.0,13285.0,13030.0,13065.0,18145,12111,13135.0
2024-04-17,13070.0,13245.0,13025.0,13220.0,12226,11700,13130.0
2024-04-18,13250.0,13275.0,13030.0,13225.0,13573,11496,13155.0
2024-04-19,13230.0,13375.0,13080.0,13170.0,18181,11104,13210.0
2024-04-22,13185.0,13250.0,12910.0,12930.0,16626,11628,13115.0
2024-04-23,12900.0,12960.0,12800.0,12835.0,15447,10816,12870.0
2024-04-24,12820.0,12905.0,12750.0,12795.0,9934,9309,12815.0
2024-04-25,12835.0,12940.0,12715.0,12940.0,11016,6871,12830.0
2024-04-26,12910.0,13170.0,12675.0,13150.0,34760,12365,12915.0
2024-04-29,12980.0,13175.0,12950.0,13115.0,26268,11586,13060.0
2024-04-30,13150.0,13345.0,12940.0,12975.0,28965,11166,13135.0
2024-05-06,12915.0,13020.0,12870.0,12920.0,11682,11658,12935.0
2024-05-07,12960.0,13210.0,12935.0,13095.0,24180,10857,13090.0
2024-05-08,13070.0,13200.0,13065.0,13095.0,19206,10303,13125.0
2024-05-09,13095.0,13115.0,12930.0,13020.0,20123,9468,13015.0
2024-05-10,13050.0,13200.0,13045.0,13100.0,17943,7822,13130.0
2024-05-13,13270.0,13390.0,13015.0,13380.0,53136,27564,13200.0
2024-05-14,13420.0,13585.0,13200.0,13205.0,50351,31520,13415.0
2024-05-15,13210.0,13340.0,13130.0,13325.0,31326,33045,13240.0
2024-05-16,13320.0,13535.0,13200.0,13480.0,40458,36687,13360.0
2024-05-17,13480.0,13535.0,13415.0,13515.0,29373,37715,13470.0
2024-05-20,13520.0,13740.0,13435.0,13735.0,47436,39002,13585.0
2024-05-21,13740.0,13935.0,13595.0,13665.0,48352,37791,13775.0
2024-05-22,13680.0,13770.0,13505.0,13670.0,34049,37785,13660.0
2024-05-23,13660.0,13870.0,13510.0,13570.0,50713,38139,13685.0
2024-05-24,13570.0,13960.0,13565.0,13760.0,58589,35681,13760.0
2024-05-27,13820.0,13935.0,13665.0,13750.0,42665,24008,13795.0
2024-05-28,13760.0,14260.0,13760.0,13880.0,65419,22921,14025.0
2024-05-29,13960.0,14395.0,13885.0,14395.0,43735,23473,14080.0
2024-05-30,14395.0,14625.0,14230.0,14505.0,79061,21493,14405.0
2024-05-31,14510.0,14840.0,14170.0,14340.0,103548,19107,14485.0
2024-06-03,14380.0,14485.0,14065.0,14220.0,50053,17277,14280.0
2024-06-04,14245.0,14260.0,13990.0,14255.0,38862,16359,14120.0
2024-06-05,14220.0,14465.0,14140.0,14315.0,67179,17037,14305.0
2024-06-06,14375.0,14960.0,14255.0,14935.0,81252,22374,14555.0
2024-06-07,15050.0,16010.0,14930.0,15790.0,429239,33887,15590.0
2024-06-11,15850.0,16360.0,15265.0,15340.0,321868,31358,15715.0
2024-06-12,15395.0,16630.0,15315.0,16555.0,589970,57112,16005.0
2024-06-13,16645.0,16715.0,15390.0,15830.0,864358,42635,15980.0
2024-06-14,15830.0,16120.0,15360.0,15465.0,786403,40205,15700.0
2024-06-17,15400.0,15540.0,15150.0,15220.0,459577,37239,15335.0
2024-06-18,15245.0,15640.0,14995.0,15090.0,347166,41138,15335.0
2024-06-19,15005.0,15320.0,14885.0,15225.0,193960,37476,15135.0
2024-06-20,15255.0,15485.0,15080.0,15170.0,225178,33821,15265.0
2024-06-21,15240.0,15450.0,15070.0,15205.0,157867,28562,15265.0
2024-06-24,15180.0,15505.0,15000.0,15020.0,206460,30164,15275.0
2024-06-25,15080.0,15455.0,14925.0,15335.0,183048,23149,15225.0
2024-06-26,15280.0,15320.0,14890.0,15155.0,103569,16314,15045.0
2024-06-27,15130.0,15160.0,14715.0,14805.0,158453,42087,14885.0
2024-06-28,14880.0,14920.0,14640.0,14835.0,118976,33363,14790.0
2024-07-01,14950.0,15080.0,14705.0,15000.0,116895,36626,14865.0
2024-07-02,15045.0,15240.0,14930.0,15175.0,97861,36988,15060.0
2024-07-03,15215.0,15230.0,14975.0,15185.0,73926,34334,15095.0
2024-07-04,15170.0,15245.0,14860.0,14985.0,78794,32108,15145.0
2024-07-05,14985.0,15020.0,14715.0,14720.0,78219,29896,14850.0
2024-07-08,14750.0,14945.0,14675.0,14920.0,73503,29484,14800.0
2024-07-09,14950.0,15090.0,14810.0,15055.0,84508,28602,14960.0
2024-07-10,15045.0,15045.0,14540.0,14640.0,92808,26188,14765.0
2024-07-11,14680.0,14860.0,14680.0,14770.0,52033,21720,14770.0
2024-07-12,14800.0,14860.0,14655.0,14685.0,46755,21295,14755.0
2024-07-15,14780.0,14855.0,14555.0,14640.0,47107,20343,14680.0
2024-07-16,14495.0,14560.0,14375.0,14535.0,54296,45809,14485.0
2024-07-17,14550.0,14725.0,14500.0,14600.0,61638,46275,14620.0
2024-07-18,14600.0,14700.0,14500.0,14685.0,54949,47147,14600.0
2024-07-19,14605.0,14720.0,14460.0,14670.0,88057,47773,14595.0
2024-07-22,14735.0,14955.0,14670.0,14720.0,153760,53002,14805.0
2024-07-23,14720.0,14820.0,14570.0,14585.0,84295,52420,14690.0
2024-07-24,14560.0,14945.0,14560.0,14885.0,112205,58061,14800.0
