月份,澳煤进口单价,汇率,折算人民币成本,JM月均价格,进口盈亏,备注
2026-04,DATA_UNAVAILABLE,6.8169,,1117.375,,降级: 海关进口单价不可用(需付费); 汇率=6.8169(新浪实时); JM月均价格可从AKShare计算
