datetime,open,high,low,close,volume,open_interest
2026-04-27 21:13:00,3114.0,3115.0,3114.0,3115.0,64,112923
2026-04-27 21:14:00,3115.0,3115.0,3114.0,3115.0,583,112723
2026-04-27 21:15:00,3115.0,3116.0,3115.0,3115.0,21,112717
2026-04-27 21:16:00,3115.0,3116.0,3115.0,3115.0,107,112626
2026-04-27 21:17:00,3115.0,3115.0,3114.0,3114.0,11,112615
2026-04-27 21:18:00,3114.0,3116.0,3114.0,3115.0,232,112493
2026-04-27 21:19:00,3115.0,3116.0,3114.0,3115.0,287,112328
2026-04-27 21:20:00,3115.0,3115.0,3114.0,3114.0,27,112312
2026-04-27 21:21:00,3114.0,3115.0,3114.0,3115.0,36,112276
2026-04-27 21:22:00,3115.0,3115.0,3114.0,3114.0,58,112249
2026-04-27 21:23:00,3114.0,3114.0,3114.0,3114.0,38,112213
2026-04-27 21:24:00,3114.0,3114.0,3114.0,3114.0,99,112158
2026-04-27 21:25:00,3114.0,3115.0,3114.0,3115.0,82,112094
2026-04-27 21:26:00,3115.0,3116.0,3115.0,3116.0,4,112093
2026-04-27 21:27:00,3116.0,3116.0,3115.0,3115.0,2,112093
2026-04-27 21:28:00,3115.0,3116.0,3115.0,3116.0,229,111981
2026-04-27 21:29:00,3116.0,3117.0,3116.0,3116.0,214,111839
2026-04-27 21:30:00,3116.0,3116.0,3116.0,3116.0,109,111779
2026-04-27 21:31:00,3116.0,3116.0,3115.0,3115.0,58,111770
2026-04-27 21:32:00,3115.0,3117.0,3115.0,3115.0,296,111578
2026-04-27 21:33:00,3115.0,3115.0,3115.0,3115.0,1,111578
2026-04-27 21:34:00,3115.0,3115.0,3115.0,3115.0,7,111580
2026-04-27 21:35:00,3115.0,3117.0,3115.0,3117.0,5,111580
2026-04-27 21:36:00,3117.0,3117.0,3115.0,3116.0,18,111578
2026-04-27 21:37:00,3116.0,3116.0,3115.0,3115.0,122,111473
2026-04-27 21:38:00,3116.0,3116.0,3115.0,3116.0,95,111399
2026-04-27 21:39:00,3116.0,3116.0,3115.0,3116.0,49,111364
2026-04-27 21:40:00,3116.0,3116.0,3116.0,3116.0,14,111354
2026-04-27 21:41:00,3116.0,3117.0,3115.0,3115.0,5,111355
2026-04-27 21:42:00,3115.0,3116.0,3115.0,3116.0,4,111354
2026-04-27 21:43:00,3116.0,3116.0,3115.0,3115.0,11,111347
2026-04-27 21:44:00,3115.0,3116.0,3115.0,3116.0,40,111324
2026-04-27 21:45:00,3116.0,3117.0,3115.0,3117.0,199,111166
2026-04-27 21:46:00,3117.0,3117.0,3116.0,3117.0,139,111143
2026-04-27 21:47:00,3117.0,3118.0,3116.0,3116.0,1195,110456
2026-04-27 21:48:00,3116.0,3116.0,3115.0,3116.0,22,110434
2026-04-27 21:49:00,3116.0,3116.0,3114.0,3114.0,106,110344
2026-04-27 21:50:00,3114.0,3114.0,3114.0,3114.0,131,110213
2026-04-27 21:51:00,3114.0,3115.0,3114.0,3115.0,56,110198
2026-04-27 21:52:00,3115.0,3116.0,3115.0,3115.0,37,110164
2026-04-27 21:53:00,3115.0,3116.0,3115.0,3116.0,91,110167
2026-04-27 21:54:00,3116.0,3116.0,3115.0,3115.0,45,110144
2026-04-27 21:55:00,3115.0,3115.0,3114.0,3114.0,24,110138
2026-04-27 21:56:00,3114.0,3114.0,3114.0,3114.0,0,110138
2026-04-27 21:57:00,3114.0,3116.0,3114.0,3116.0,268,110002
2026-04-27 21:58:00,3116.0,3116.0,3115.0,3115.0,52,109970
2026-04-27 21:59:00,3115.0,3115.0,3114.0,3114.0,12,109962
2026-04-27 22:00:00,3114.0,3116.0,3114.0,3116.0,424,109712
2026-04-27 22:01:00,3116.0,3117.0,3116.0,3116.0,72,109661
2026-04-27 22:02:00,3116.0,3117.0,3115.0,3115.0,5,109657
2026-04-27 22:03:00,3115.0,3116.0,3115.0,3116.0,42,109625
2026-04-27 22:04:00,3116.0,3116.0,3116.0,3116.0,0,109625
2026-04-27 22:05:00,3116.0,3116.0,3115.0,3115.0,11,109615
2026-04-27 22:06:00,3115.0,3116.0,3115.0,3116.0,2,109613
2026-04-27 22:07:00,3115.0,3115.0,3115.0,3115.0,14,109610
2026-04-27 22:08:00,3115.0,3115.0,3115.0,3115.0,8,109610
2026-04-27 22:09:00,3115.0,3115.0,3115.0,3115.0,13,109623
2026-04-27 22:10:00,3116.0,3117.0,3115.0,3116.0,41,109605
2026-04-27 22:11:00,3116.0,3117.0,3116.0,3117.0,12,109603
2026-04-27 22:12:00,3116.0,3117.0,3116.0,3116.0,37,109593
2026-04-27 22:13:00,3116.0,3116.0,3115.0,3115.0,7,109594
2026-04-27 22:14:00,3115.0,3116.0,3115.0,3116.0,4,109593
2026-04-27 22:15:00,3116.0,3116.0,3115.0,3115.0,23,109572
2026-04-27 22:16:00,3115.0,3115.0,3115.0,3115.0,1,109571
2026-04-27 22:17:00,3115.0,3116.0,3115.0,3116.0,8,109564
