datetime,open,high,low,close,volume,open_interest
2025-09-30 14:18:00,2974.0,2976.0,2973.0,2974.0,351,42222
2025-09-30 14:19:00,2973.0,2976.0,2973.0,2975.0,935,41499
2025-09-30 14:20:00,2975.0,2976.0,2974.0,2975.0,486,41106
2025-09-30 14:21:00,2975.0,2975.0,2974.0,2974.0,528,40694
2025-09-30 14:22:00,2974.0,2977.0,2974.0,2975.0,386,40411
2025-09-30 14:23:00,2975.0,2976.0,2975.0,2975.0,331,40141
2025-09-30 14:24:00,2976.0,2976.0,2974.0,2974.0,321,39855
2025-09-30 14:25:00,2974.0,2976.0,2974.0,2975.0,526,39364
2025-09-30 14:26:00,2976.0,2976.0,2974.0,2976.0,167,39203
2025-09-30 14:27:00,2976.0,2976.0,2975.0,2975.0,615,38639
2025-09-30 14:28:00,2975.0,2979.0,2975.0,2976.0,1115,37817
2025-09-30 14:29:00,2976.0,2978.0,2976.0,2977.0,293,37550
2025-09-30 14:30:00,2977.0,2979.0,2975.0,2979.0,417,37231
2025-09-30 14:31:00,2979.0,2981.0,2978.0,2981.0,336,36907
2025-09-30 14:32:00,2981.0,2986.0,2980.0,2986.0,488,36505
2025-09-30 14:33:00,2987.0,2998.0,2987.0,2994.0,780,36028
2025-09-30 14:34:00,2994.0,2995.0,2989.0,2993.0,589,35649
2025-09-30 14:35:00,2992.0,2992.0,2990.0,2990.0,343,35342
2025-09-30 14:36:00,2990.0,2992.0,2989.0,2990.0,196,35199
2025-09-30 14:37:00,2990.0,2991.0,2990.0,2990.0,228,34988
2025-09-30 14:38:00,2991.0,2991.0,2981.0,2986.0,423,34680
2025-09-30 14:39:00,2987.0,2990.0,2984.0,2990.0,489,34329
2025-09-30 14:40:00,2990.0,2991.0,2986.0,2990.0,533,33602
2025-09-30 14:41:00,2990.0,2990.0,2986.0,2989.0,506,33318
2025-09-30 14:42:00,2990.0,2992.0,2988.0,2992.0,368,33029
2025-09-30 14:43:00,2992.0,2992.0,2985.0,2986.0,907,32330
2025-09-30 14:44:00,2986.0,2987.0,2984.0,2987.0,272,32060
2025-09-30 14:45:00,2987.0,2988.0,2981.0,2984.0,51,31772
2025-09-30 14:46:00,2984.0,2986.0,2974.0,2981.0,149,31006
2025-09-30 14:47:00,2982.0,2982.0,2977.0,2981.0,452,30617
2025-09-30 14:48:00,2981.0,2986.0,2979.0,2983.0,102,30121
2025-09-30 14:49:00,2983.0,2984.0,2980.0,2982.0,402,29827
2025-09-30 14:50:00,2982.0,2986.0,2982.0,2984.0,628,29443
2025-09-30 14:51:00,2984.0,2987.0,2984.0,2986.0,626,28860
2025-09-30 14:52:00,2986.0,2987.0,2983.0,2986.0,505,28571
2025-09-30 14:53:00,2984.0,2986.0,2983.0,2985.0,180,28309
2025-09-30 14:54:00,2985.0,2985.0,2980.0,2984.0,641,27881
2025-09-30 14:55:00,2983.0,2985.0,2982.0,2983.0,250,27672
2025-09-30 14:56:00,2982.0,2988.0,2980.0,2986.0,458,27360
2025-09-30 14:57:00,2986.0,2988.0,2985.0,2985.0,247,27156
2025-09-30 14:58:00,2985.0,2989.0,2985.0,2986.0,94,27085
2025-09-30 14:59:00,2986.0,2990.0,2986.0,2989.0,64,27032
2025-09-30 15:00:00,2989.0,2989.0,2989.0,2989.0,0,26895
2025-10-09 09:01:00,2989.0,2991.0,2989.0,2991.0,60,26835
2025-10-09 09:02:00,2991.0,2991.0,2990.0,2990.0,30,26805
2025-10-09 09:03:00,2990.0,2990.0,2990.0,2990.0,0,26805
2025-10-09 09:04:00,2990.0,2990.0,2988.0,2990.0,120,26745
2025-10-09 09:05:00,2990.0,2990.0,2990.0,2990.0,0,26745
2025-10-09 09:06:00,2998.0,2998.0,2990.0,2998.0,30,26715
2025-10-09 09:07:00,2998.0,2998.0,2980.0,2980.0,210,26535
2025-10-09 09:08:00,2980.0,2980.0,2980.0,2980.0,0,26535
2025-10-09 09:09:00,2980.0,2991.0,2980.0,2990.0,60,26505
2025-10-09 09:10:00,2990.0,2998.0,2990.0,2998.0,150,26445
2025-10-09 09:11:00,2999.0,3000.0,2998.0,3000.0,270,26445
2025-10-09 09:12:00,3000.0,3000.0,3000.0,3000.0,0,26445
2025-10-09 09:13:00,3000.0,3000.0,3000.0,3000.0,0,26445
2025-10-09 09:14:00,2990.0,3000.0,2990.0,2990.0,90,26355
2025-10-09 09:15:00,2990.0,2990.0,2990.0,2990.0,0,26355
2025-10-09 09:16:00,2990.0,2990.0,2990.0,2990.0,30,26325
2025-10-09 09:17:00,2990.0,2990.0,2990.0,2990.0,0,26325
2025-10-09 09:18:00,2993.0,2993.0,2993.0,2993.0,30,26295
2025-10-09 09:20:00,2993.0,2993.0,2993.0,2993.0,0,26295
2025-10-09 09:23:00,2993.0,2993.0,2993.0,2993.0,30,26265
2025-10-09 09:26:00,2993.0,2993.0,2990.0,2990.0,60,26205
2025-10-09 09:27:00,2990.0,2990.0,2990.0,2990.0,0,26205
2025-10-09 09:28:00,2992.0,2992.0,2992.0,2992.0,30,26175
2025-10-09 09:29:00,2992.0,2992.0,2992.0,2992.0,0,26175
2025-10-09 09:30:00,2992.0,2992.0,2992.0,2992.0,0,26175
2025-10-09 09:33:00,2991.0,2991.0,2991.0,2991.0,30,26145
2025-10-09 09:34:00,2991.0,2991.0,2990.0,2990.0,30,26115
2025-10-09 09:36:00,2990.0,2990.0,2990.0,2990.0,30,26085
2025-10-09 09:37:00,2990.0,2990.0,2990.0,2990.0,0,26085
2025-10-09 09:38:00,2990.0,2995.0,2990.0,2995.0,300,26025
2025-10-09 09:39:00,2991.0,2995.0,2991.0,2991.0,60,25965
2025-10-09 09:40:00,2991.0,2991.0,2991.0,2991.0,60,25875
2025-10-09 09:41:00,2991.0,2993.0,2991.0,2993.0,60,25815
2025-10-09 09:42:00,2993.0,2993.0,2993.0,2993.0,30,25755
2025-10-09 09:43:00,2993.0,2995.0,2991.0,2991.0,180,25545
2025-10-09 09:44:00,2991.0,2991.0,2991.0,2991.0,90,25455
2025-10-09 09:45:00,2991.0,2991.0,2991.0,2991.0,0,25455
2025-10-09 09:46:00,2990.0,2990.0,2990.0,2990.0,30,25395
2025-10-09 09:47:00,2990.0,2990.0,2990.0,2990.0,0,25395
2025-10-09 09:48:00,2990.0,2993.0,2990.0,2993.0,360,25035
2025-10-09 09:49:00,2993.0,2994.0,2993.0,2994.0,30,25005
